"y","RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30.59DaysPastDueNotWorse","DebtRatio","MonthlyIncome","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60.89DaysPastDueNotWorse","NumberOfDependents"
0,0.155742213,39,0,723,0,13,0,0,0,2
0,0,27,0,0.033862229,5167,3,0,0,0,0
0,0.059044337,64,0,29.5,1,4,0,0,0,0
0,0.863713275,30,0,1.33735303,3316,14,0,2,0,0
0,0.055088819,39,0,0.30842164,3585,14,0,1,0,0
0,0.007074416,30,0,0.001112347,6292,2,0,0,0,1
0,0.051715462,61,0,0.121411227,7000,5,0,1,0,0
0,0.267584412,26,0,0.16748112,2250,11,0,0,0,0
0,0.903554822,42,0,0.172855521,6166,4,0,0,0,1
0,0.324788272,31,0,0.192623861,4500,5,0,1,0,3
0,0.108876976,48,0,0.360953187,8266,15,0,1,0,0
0,0.5249501,29,0,0.080153588,4166,3,0,0,0,0
0,0.141047683,82,0,0.094562648,1268,5,0,0,0,0
0,0.603939606,57,0,0.342090234,1750,10,0,1,0,0
0,0,50,1,0,4339,3,0,0,0,0
0,0.946519579,50,0,0.768334771,2317,7,0,0,0,1
0,0.9999999,22,0,0,1600,0,0,0,0,0
0,0.228454433,49,0,0.298461978,21000,12,0,2,0,2
0,0.367454068,31,1,0.337732454,5000,6,0,1,0,0
0,0.121693915,66,0,0.197501008,4961,5,0,0,0,1
0,0.590461992,47,1,0.593732355,7083,8,0,1,0,2
0,0.200078643,71,0,1.011993603,3751,21,0,2,0,0
0,0.01773889,49,0,0.268582755,13116,10,0,2,0,2
0,0.281608032,28,0,0.414517097,5000,10,0,1,0,1
0,0.118976205,49,1,0.527453271,1711,10,0,1,0,1
0,0.0172227,61,1,0.408674038,11666,16,0,2,0,1
0,0.073197072,32,0,0.05799536,12500,6,0,0,0,2
0,0.384480688,73,0,0.559512652,3200,11,0,1,0,1
0,0.02490692,76,0,0.00779961,6666,4,0,0,0,0
0,0.493789941,38,0,0.541235136,5213,8,0,1,0,2
0,0.025848708,62,0,0.081774844,8180,3,0,2,0,0
0,0.114584743,45,0,1.308269173,10000,16,0,7,0,6
0,0.028733662,79,0,0.21559805,2666,16,0,0,0,0
0,0.179581283,34,0,0.060336763,2137,5,0,0,0,0
0,0.057396944,79,0,0.028809803,7670,4,0,0,0,0
0,0.66089757,59,0,0.532781031,7000,22,0,1,0,0
0,0.874251497,26,1,0.012489592,1200,2,0,0,0,0
0,0.004499775,59,3,0.104745279,6300,9,0,0,0,0
1,0.813249988,43,1,0.558669964,10916,17,0,3,0,4
0,0.062475777,32,0,0.237565445,4583,6,0,1,0,0
0,0.119672024,52,1,0.595108696,3679,11,0,1,0,1
0,0.116971381,74,0,0.132946479,19300,15,0,2,0,0
0,0.9999999,42,0,0.229954911,5100,5,0,1,0,2
0,0.115144036,48,0,0.457506071,7000,9,0,2,0,0
1,0.521825587,43,0,7030,0,8,0,2,0,3
0,0.379592192,29,0,0.640857463,6250,10,0,2,0,0
0,0.011694337,51,0,0.010799712,37500,48,0,0,0,0
0,0.762980273,45,0,0.360719041,7509,13,0,0,0,2
0,0.335101638,39,0,0.626895517,6000,6,0,2,0,0
0,0.167869959,80,0,10.68761996,2083,17,0,2,0,0
0,0.9999999,51,0,0.085374388,1428,4,0,0,0,1
0,0,58,1,0.73081464,846,13,0,1,0,0
0,0.039816443,74,0,0.0324797,1600,10,0,0,0,0
0,0.205708163,48,0,0.214217897,8425,12,0,1,0,0
0,0.077409367,52,0,0.502921476,7016,12,0,4,0,1
0,0.865097252,52,0,1.125036348,10316,10,0,3,0,0
0,0.094207462,62,0,0.093453273,2000,5,0,0,0,0
0,0.9999999,33,0,199,1,1,0,0,0,0
0,0.9999999,47,0,0.293410572,6904,4,0,2,0,0
0,0.328263721,54,0,0.317280453,6000,12,0,0,0,1
0,0.389980977,29,1,0.169471154,3327,7,0,0,0,1
0,0.780919737,32,0,0.302351624,6250,14,0,1,0,0
1,0.036273324,50,0,0.206745581,6166,5,0,1,0,3
0,0.804824641,45,0,0.126898673,5200,4,0,0,0,0
0,0.168646164,55,0,0.804035568,2923,16,0,1,0,0
0,0.002529263,59,0,0.156278394,5502,3,0,1,0,0
0,0.066836665,70,1,0.022853878,7000,6,0,0,0,0
0,0.052738205,67,0,0.008314048,11666,3,0,0,0,0
0,0.027519943,75,0,0.014693651,3606,7,0,0,0,0
0,0.939604026,44,0,0.440719047,4950,9,0,0,0,3
1,0.069422139,27,2,0.302024989,2320,8,1,0,0,2
0,0.016846855,37,0,0.309130067,13000,17,0,2,0,2
0,0.430145994,51,0,0.407851842,14416,19,0,5,0,0
0,0.022652239,43,0,0.527594481,3333,13,0,2,0,0
0,0.053766897,52,0,0.138503301,16208,10,0,1,0,0
0,0.134074637,44,0,0.445294118,6799,13,0,2,0,0
0,0,37,2,0,5833,3,0,0,1,0
0,0.44020152,79,0,0.650444864,7417,16,0,1,0,1
0,0.993623928,44,4,0.176440764,5916,9,0,0,0,1
0,0.9999999,21,0,0.174702567,1596,1,0,0,0,0
0,0.010245189,61,1,0.202414019,19800,8,0,2,0,0
0,0.068841814,79,0,0.071741032,8000,11,0,1,0,1
1,0.555799592,32,0,0.431070387,2400,12,0,0,0,0
0,0.932422988,45,0,0.682074221,6035,10,0,2,0,2
1,1.463064879,50,0,0.406893307,8500,20,0,1,1,1
0,0.9999999,65,1,0.539770969,3230,4,2,2,0,0
0,0.746804018,62,0,0.382289417,8333,11,0,3,0,1
0,0.876782921,54,0,2.32759578,1800,20,0,1,0,1
0,0.245939299,49,0,0.381223755,6667,12,0,1,0,1
0,0.022569816,63,0,0.292341532,5000,7,0,1,0,0
0,0.149885033,53,0,0.33248731,4333,7,0,1,0,0
0,0.372600668,78,0,0.413091641,4964,7,0,2,0,0
0,0,62,0,0.164967007,5000,3,0,1,0,0
1,0.898115988,48,0,0.475448335,4683,6,0,1,0,2
0,0.007062059,48,0,0.555035567,10683,14,0,3,0,0
0,0.071393959,62,0,0.352858701,6418,4,0,1,0,0
0,0.770258237,50,0,0.409231563,11633,13,0,1,0,0
0,0.254114337,36,0,0.672094618,5833,5,0,2,0,0
0,0.082940266,36,0,0.08287968,9000,5,0,0,0,3
1,2.760956175,65,0,0.470273484,1681,3,4,0,0,0
0,0.461503497,62,0,0.495378052,8437,12,0,1,0,1
0,0.040382905,50,0,0.284448279,12750,9,0,2,0,0
0,0.873126873,22,0,0.025974026,1000,2,0,0,0,0
0,0.23788699,49,0,0.112829572,30000,7,0,1,0,2
1,0.406999557,56,8,0.373439274,6166,17,1,1,0,0
0,0.967206559,48,0,0.383248167,4500,5,0,2,0,1
0,0.493396015,80,0,0.186351706,2666,5,0,0,1,0
0,0.028083496,77,0,0.30942541,7500,16,0,1,0,0
0,0.004714117,67,0,0.104445635,5600,4,0,0,0,1
0,0.050979657,63,0,0.240613197,4500,24,0,2,0,0
0,1.14419396,55,2,0.335620711,1602,4,6,0,0,0
0,0.259338619,42,0,0.538385093,8049,7,0,2,0,0
0,0.033719362,36,0,0.074113287,5666,4,0,0,0,0
0,0.9999999,28,98,0,1400,0,98,0,98,0
0,0,77,0,0.18943147,4238,8,0,1,0,0
0,0.055888224,27,0,0.367554479,2064,4,0,0,0,0
0,0.621359466,42,0,0.283227476,4250,2,0,0,0,2
0,0.02212609,51,0,0.002755664,3265,2,0,0,0,0
0,0,34,0,0.305157919,4400,8,0,1,0,1
0,0.007395005,64,0,0.149706707,3920,4,0,1,0,1
0,0.000499981,49,1,0.368582965,5200,7,0,1,0,0
0,0.775814487,48,1,0.417757417,13751,10,0,2,0,2
0,0.204898541,61,0,0.270414398,9000,24,0,0,0,0
0,0.428110848,53,0,0.264492141,11833,13,0,1,0,1
0,0.481070271,35,1,0.809860369,5800,8,0,3,0,1
0,0.226317091,25,0,0.171555252,2931,7,0,0,0,2
0,0.000172226,64,0,0.0009998,5000,14,0,0,0,0
0,0.80493537,23,0,0.171278626,2095,2,1,0,1,0
1,0.050542926,71,1,0.184942206,3200,7,0,0,0,0
0,0.027320525,71,0,0.008005153,10867,7,0,1,0,0
0,0.103067519,86,0,0.275532377,2300,10,0,0,0,0
0,0,69,0,0.407748578,3690,10,0,3,0,0
0,0.543772649,52,0,0.487328528,4300,8,0,1,0,3
0,0.552558272,38,1,0.345142244,3725,7,0,0,0,0
0,0.113008401,53,0,0.239971088,8300,16,0,1,0,1
0,0.045628792,46,0,0.030847155,46000,10,0,1,0,0
0,0.128888174,60,0,0.017980895,5338,3,1,0,0,0
0,1.00439912,27,0,0.467092474,3600,4,0,1,0,2
0,0.171446752,50,0,0.238984068,15000,5,0,2,0,2
0,0.538595561,61,0,0.284034108,3400,11,0,1,0,0
0,0.9999999,50,0,0.15438829,16600,2,0,1,0,3
0,0.056196254,31,1,0.045530261,1800,6,0,0,0,0
0,0.742987175,42,0,0.397651114,15666,15,0,2,0,2
0,0.095971684,67,0,0.149768994,15583,14,0,1,0,0
0,0.460397868,47,0,0.334896811,7461,22,0,4,0,1
0,0.005333172,91,0,0.000301495,16583,3,0,0,0,0
0,0.288471153,58,0,0.042978511,2000,3,0,0,0,0
0,0.368510334,41,0,0.098760496,2500,5,0,0,0,1
0,0.16339183,33,0,0.228554289,5000,6,0,0,0,0
0,0.576582229,30,0,0.518778708,3700,8,0,1,0,1
0,0.616655728,55,1,0.534325082,8200,11,0,2,0,0
0,0.078451784,68,0,0.27334434,5450,5,0,0,0,0
0,0.009696382,57,0,0.440911818,5000,6,0,1,0,0
0,0.120522087,60,0,0.266088465,5764,5,0,1,0,0
0,0.063226971,59,0,0.263461966,13500,22,0,3,0,0
0,0.058455115,84,0,0.005767013,2600,2,0,0,0,0
0,0.425065009,64,1,0.519107429,7483,17,0,4,0,1
0,0.03664634,68,0,0.587610619,1694,15,0,1,0,0
0,0.50997151,41,1,0.11672082,4000,3,2,0,0,3
0,0.043956044,30,0,0.580283943,5000,10,1,3,0,2
0,2.020612214,41,0,1.22754491,500,5,0,0,0,0
1,0.448651924,27,1,0.075538769,4500,6,0,0,0,0
0,0.151188388,58,0,0.21873065,6459,5,0,1,0,2
0,0.023899203,62,0,1.357587676,3050,10,0,3,0,0
0,0.97551517,50,4,0.708712614,3844,12,0,1,0,1
0,0.279428708,43,0,0.718427191,3000,10,0,1,0,3
0,0.013745595,69,0,0.00299925,4000,3,0,0,0,0
0,0.066668739,61,0,0.214172789,10752,13,0,2,0,0
0,0.435250661,47,0,0.356967548,11000,8,0,2,0,4
0,0.999672775,38,4,0.165106791,8333,5,1,0,0,3
0,0.349484014,59,2,0.317526068,7000,12,0,2,1,0
0,0.047396978,42,0,0.271553519,2400,3,0,1,0,0
0,0.010977382,64,0,0.211181033,6832,8,0,1,0,0
0,0.477079097,55,0,0.451140367,5392,14,0,1,0,2
0,0.132438338,62,0,0.403876582,2527,12,0,0,0,0
1,0.839920949,39,1,0.925476603,7500,5,1,3,0,2
0,0.56737552,55,1,0.637038286,5928,21,0,2,0,2
0,0.286344775,74,0,0.558459509,15916,33,0,2,0,0
0,0.01020566,58,0,0.246922067,16000,4,0,2,0,0
0,0.192339553,48,0,0.415448188,3145,5,0,1,0,1
0,0.947293244,57,3,0.457335503,4300,9,0,0,0,1
0,0.319525517,40,1,0.497414685,2900,12,0,0,0,0
0,0.170729017,54,0,0.311095127,5560,19,0,2,0,0
0,0.941191176,38,0,0.156815021,2875,2,0,0,0,0
0,0.929010141,40,2,0.461933905,4084,6,0,1,0,3
0,0.00859716,74,0,0.006932021,4471,11,0,0,0,0
0,0.43566568,32,1,0.47575683,4062,10,0,1,0,1
0,0,81,0,0.004678041,3633,8,0,0,0,1
0,0.01142153,70,0,0.372177211,5800,6,0,1,0,0
0,0.012794505,44,0,0.091909008,12000,7,0,1,0,0
0,0.014911361,34,0,0.404932511,6000,15,0,1,0,1
0,0.028931405,72,0,0.002516779,4767,4,0,0,0,1
0,0.190364948,50,0,0.292588426,8000,14,0,2,0,1
0,0.360542753,50,0,0.425614877,3333,8,0,0,0,2
0,0.000142854,72,0,0.560029331,15000,14,1,4,0,0
0,0.277517114,45,0,0.177758319,2283,3,0,0,0,0
0,0.143141611,63,0,0.430940217,11156,11,0,2,0,0
0,0.023614274,68,0,0.005089647,8644,6,0,0,0,0
0,0.00633607,66,0,0.147672094,3500,13,0,0,0,0
0,0.772922708,46,0,0.66028811,4650,3,0,1,0,5
0,0.013740562,59,0,0.300695982,6321,3,0,1,0,0
0,0.459293814,53,0,0.637213763,8340,11,0,2,0,2
0,0,45,0,0.427796029,7000,13,0,2,0,2
0,0.011266291,78,0,0.084646818,3425,4,0,0,0,0
1,0.658710904,43,0,0.089720584,3900,4,2,0,1,2
0,0.721129338,30,0,0.128331439,7916,7,0,0,0,0
1,0.437060739,32,0,0.568231957,3172,7,0,0,0,1
0,0.645621552,62,0,0.514648535,10000,11,0,3,0,2
0,0.048502338,64,0,0.037584966,2500,5,0,0,0,0
0,0.163279523,54,2,0.138803825,16000,21,0,1,0,1
0,0.004692187,55,0,0.134193696,17511,7,0,1,0,1
0,0.002169974,44,0,0.000344768,5800,9,0,0,0,1
0,0.496013178,39,2,0.47820576,14200,14,0,7,1,4
0,0.048796747,40,0,0.253969686,11083,7,0,1,0,0
0,0.035788397,89,0,39,0,6,0,0,0,0
0,0.068878301,42,0,0.601795681,4120,5,0,2,0,2
0,0.281984792,61,1,0.210360123,13300,17,0,0,0,1
0,0.100964485,65,0,0.209547787,10326,9,0,2,0,2
0,0.335010076,62,0,0.327952001,16166,9,0,2,0,1
0,0.341624167,64,0,0.48422634,5990,20,0,1,0,0
0,0.89206762,57,0,0.510478754,5200,5,0,1,0,0
0,0.005554674,23,0,0.344873502,1501,3,0,0,0,0
0,0.424460601,38,0,0.19278829,2800,3,0,0,0,0
0,0.498537679,40,0,0.42767631,7500,9,0,2,0,2
1,0.032786885,46,2,0.459135216,4000,14,1,2,1,1
0,0.877561219,37,1,0.024680476,2268,6,0,0,0,0
0,0.9999999,31,0,0.726061615,1200,4,0,1,0,1
0,0.344866033,52,2,0.286178455,4000,8,0,0,1,0
0,0.529074393,56,0,0.394658754,4380,10,0,2,0,0
0,0.610542743,30,1,0.264924265,3366,9,0,0,0,0
0,0.093447921,35,0,0.595563658,3290,10,0,0,0,0
0,0.102465487,45,0,0.533719487,4833,10,0,1,0,2
0,1.00079984,55,1,0.195703125,2559,4,2,0,0,0
0,0.262030698,56,0,0.298577833,12937,8,0,2,0,0
0,0.35318298,56,0,0.529694061,5000,5,0,1,0,0
0,0.108430723,85,0,0.022391044,2500,9,0,0,0,0
0,0.04544943,64,0,0.249717416,11500,12,0,3,0,1
0,0.324630469,60,1,0.7992969,3128,6,0,2,0,1
0,0.698544239,65,0,0.669685307,4416,12,0,1,0,0
0,0.093936547,51,0,0.009214783,10200,4,0,0,0,3
0,0.525949135,48,0,0.496899595,8385,6,0,2,0,0
0,0.133235269,62,0,0.58974359,350,9,0,0,0,0
0,0.000262065,62,0,0.171048655,6617,5,0,0,0,0
0,0,52,3,0.220745736,10083,6,0,1,0,0
0,0.066866661,68,0,0.14464738,7500,3,0,1,0,0
0,0.208979397,56,1,3.439279444,13100,24,0,5,0,0
0,0.000473659,55,1,0.00814664,5400,8,0,0,0,0
0,0.095003699,47,0,0.118270079,6797,15,0,0,0,3
0,0.016599078,82,0,19,0,5,0,0,0,0
0,0.01239876,50,3,0.207518671,11916,4,0,1,0,0
0,0.675475404,59,0,0.336112164,7916,5,0,1,0,0
0,0,72,0,0,1525,4,0,0,0,0
0,0.96312375,45,0,1.83277522,14333,9,0,3,0,0
0,0.340729564,50,1,0.538749396,8283,8,0,2,0,0
0,0.9999999,59,0,0.379572206,7900,5,0,3,0,3
0,0.106086701,64,0,1.534041224,1600,8,0,1,0,0
0,0.011609485,62,0,0.227733253,6612,12,0,1,0,0
0,0.044837241,87,0,0.219414265,4233,6,0,1,0,0
0,0.400279986,44,0,0.268315991,9417,10,0,2,0,0
0,0.25780936,46,0,0.416958837,7700,13,0,1,0,2
0,0.500889935,45,0,0.384937238,5257,10,0,2,0,0
0,0.472970439,33,0,0.191961608,5000,6,0,0,0,1
0,0.065185393,46,0,0.054694531,10000,4,0,0,0,3
0,0.000529766,78,0,0.558476395,1863,7,0,1,0,0
0,0.098069161,67,0,0.275246393,7000,10,0,2,0,0
0,0.767519373,38,0,0.130408654,3327,6,0,0,0,1
0,0.586389286,53,0,0.354816592,5833,6,1,1,1,0
1,1.71257485,35,0,0.058776489,2500,1,1,0,0,0
0,0.723900316,38,0,0.036987877,11300,4,0,0,0,1
0,0.001212121,62,0,1116,0,13,0,1,0,0
0,0.144072021,38,0,0.551834699,5613,5,0,1,0,0
0,0.403838465,58,0,0.627249357,3500,9,0,1,0,0
0,0.140321492,58,1,0.141049383,3239,7,0,0,0,0
0,0.052746078,60,0,0.050894911,10000,5,0,1,0,1
0,0.004371346,48,0,0.286240463,7601,7,0,2,0,1
0,0.169009324,59,0,0.492299427,5583,12,0,3,0,2
0,0.33635848,48,1,0.506069983,4200,17,0,2,1,1
0,0.296554718,39,1,0.224279353,8533,9,0,0,0,2
0,0.156047688,81,0,0.236595607,6191,12,0,2,0,0
0,0.299588489,56,3,0.546279492,18733,16,0,5,0,0
0,0.788452384,54,3,0.418879056,3050,3,1,0,0,0
0,0.088221644,67,0,0.210274618,13800,16,0,2,0,1
0,0.342011162,43,0,0.50967433,10439,9,0,1,0,1
0,0.287971622,40,0,0.171594822,8420,11,0,1,0,0
1,1.115512773,25,2,0.426594927,1300,5,3,0,1,0
0,0.018434033,44,0,0.209183265,12500,6,0,1,0,2
0,0.103611315,71,0,0.556215722,4375,11,0,1,0,1
0,0.9999999,53,0,1.052631579,1500,2,0,1,0,0
0,0.733122896,60,0,0.438956104,10000,9,0,2,0,0
0,0.002491158,61,0,0.008668904,3575,10,0,0,0,0
0,0.855628874,44,0,0.082361343,4200,1,2,0,1,2
0,0.040777652,57,0,0.343656782,11397,10,0,2,0,0
0,0.084376234,62,0,0.135869565,10487,15,0,2,0,0
0,0.045795171,56,2,0.504192761,9420,6,1,1,2,0
0,0.005250366,51,0,0.32451549,7068,7,0,2,0,0
0,0,55,0,0.292964757,22500,9,0,4,0,0
0,0.102252837,67,0,0.327769715,4133,10,0,1,0,0
0,0,72,0,0,9400,5,0,0,0,0
0,0.022179036,55,0,0.41469319,9500,8,0,2,0,3
0,0.153819742,69,4,0.16175936,2750,6,1,0,1,0
0,0.340424597,52,0,0.300752724,8900,5,0,1,0,3
0,0.086617692,40,0,0.033202428,2800,4,0,0,0,0
0,0.137482815,28,0,0.019196161,5000,5,0,0,0,0
1,0.927072927,49,1,0.582183563,3333,3,0,1,2,0
0,0.003105806,62,1,0.163177301,16000,16,0,1,0,1
1,1.010747313,45,1,0.243057098,4500,16,1,0,4,1
0,0.788782021,59,0,0.83804878,2049,9,0,2,0,0
0,0.346847336,47,0,0.405312768,3500,15,0,1,1,3
0,0.303537357,54,1,0.283946571,12202,13,0,2,0,1
0,0.330630429,71,0,0.21952847,4495,10,0,0,0,0
0,0.445000984,67,0,0.669665167,2000,6,0,0,0,0
0,0.281545656,67,0,0.444398167,2400,20,0,0,0,0
0,0.213011391,57,1,0.250010706,23350,14,0,2,0,1
0,0.138693065,34,0,0.600383939,6250,7,0,2,0,1
0,0.017499205,56,1,0.184555275,4350,5,0,1,0,0
0,0.579013156,31,0,0.300066979,2985,8,0,0,0,4
0,0.975024442,41,3,0.974304069,1400,8,0,1,1,0
0,0,54,0,0.334888371,3000,7,0,1,0,2
0,0.015985244,52,0,0.162806199,6000,6,0,1,0,2
0,0.01456004,74,0,0.132637192,4500,7,0,1,0,0
0,0,55,0,0.221703617,5141,6,0,1,0,1
0,0.463589669,33,0,0.114277145,3333,4,0,0,0,0
0,0.186864569,74,0,0.385117106,3372,13,0,1,0,0
0,0.9999999,60,1,0.439528024,3050,2,0,1,0,0
0,0.977624375,44,3,0.668313338,2833,5,1,1,0,4
0,0.057191925,69,0,0.082596913,8486,6,0,0,0,0
0,0.737608913,25,0,0.197540658,5041,11,0,0,0,0
0,0.022434392,60,0,0.305190311,4334,5,0,1,0,0
0,0.045474267,34,0,0.006640106,9788,7,0,0,0,1
0,0.9999999,48,0,0.000403063,2480,1,0,0,0,3
0,0.125242868,63,0,0.698325419,4000,9,0,1,0,0
0,0,46,0,0.891506067,1400,17,0,1,0,0
0,0.106557756,66,0,0.282484093,19016,21,0,2,0,1
0,0.001438307,53,0,0.000140528,7115,4,0,0,0,0
0,0.9999999,31,0,0.112401649,2668,1,0,0,0,0
0,0.119988001,42,0,0.225671434,2866,5,1,0,0,0
0,0.159569779,78,0,3.026578073,300,11,0,0,0,0
0,0.436503735,53,0,0.157906029,4660,4,0,0,0,1
0,0.138048362,44,0,1.273090764,2500,9,0,1,0,3
0,0.055282412,89,0,0.192687902,6372,7,0,1,0,0
0,0.948526802,41,0,0.618485237,3894,10,0,1,0,1
0,0.091408666,45,0,0.166023166,3366,8,0,1,0,2
0,0.090238195,60,0,0.396412292,6800,11,0,1,0,1
0,0.938530735,48,4,1.314402544,2200,7,1,2,1,0
0,0.669767152,32,0,0.372525495,5000,8,0,0,0,3
0,0.122738815,49,1,0.149508039,8333,10,0,1,1,0
0,0.420629115,26,0,0.062189055,803,3,0,0,0,0
0,0.009480256,47,0,0.338035067,10208,17,0,2,0,1
0,0,75,0,0.158972958,3660,7,0,1,0,0
0,0,37,0,0.39830085,2000,7,0,1,0,1
1,0.05957738,56,3,0.667954497,4658,16,0,3,0,0
0,0.404874427,74,0,0.615502922,3250,14,0,1,0,0
0,0.010024811,63,0,0.088679489,7746,15,0,1,0,1
0,0.9999999,63,0,1.35428051,2195,2,0,0,1,0
0,0.081850642,60,1,0.323533823,20000,18,0,3,0,1
0,0.299237795,43,0,0.168866491,12500,5,0,2,0,2
0,0.205433869,39,0,0.394883781,7700,14,0,2,0,2
0,0.043409105,52,0,0.23323334,9333,17,0,2,0,0
1,0.9999999,47,0,0.313665546,3270,4,2,1,1,2
0,0.9999999,35,0,0.086357373,2176,1,0,0,0,0
0,0.321011857,42,0,0.538133467,3985,10,0,1,0,1
0,0.078072422,60,0,0.171825282,10370,9,0,1,0,1
0,0.702588424,36,0,0.59122466,3600,11,0,1,0,3
0,0.014697,43,0,0.518585911,3846,4,0,1,0,2
0,0.98566173,29,0,0.492602959,2500,6,0,0,0,0
0,0.001774409,82,0,0.000999667,3000,5,0,0,0,0
0,0.479634691,63,0,0.315992647,5439,4,0,1,0,0
0,1.504998388,27,0,0.085482469,3450,4,0,0,0,0
0,0.792811458,30,0,0.194892978,2662,9,0,0,0,4
0,0.22045942,44,0,0.101921957,5150,12,0,0,0,0
0,0.340791201,52,1,0.652988403,1120,6,0,0,0,1
0,0.047131338,79,1,0.187524831,5033,14,0,1,0,1
0,0.111020408,53,0,0.340280806,11466,8,0,3,0,3
0,0.065096758,58,0,1.202319588,775,8,0,1,0,0
0,0.128271475,50,0,0.230902546,7500,6,0,2,0,3
0,0.514497929,30,0,0.068629019,6250,3,0,0,0,0
1,0.418837675,29,0,0.148318683,7166,8,1,0,0,0
0,0.65014209,30,0,0.204698825,4000,3,0,0,0,0
0,0.711920489,55,0,0.424618247,12900,18,0,1,0,1
0,0.622179135,86,0,0.241774223,5500,11,0,0,0,1
0,0.03246683,50,0,0.17428004,6041,12,0,1,0,0
0,0,31,0,1.091387245,1520,6,0,1,0,0
0,0.017814943,24,1,0.258531541,2900,5,0,0,0,0
0,0.050958771,69,0,0.009557642,11822,6,0,0,0,0
1,0.805701342,61,1,0.282287085,2500,12,0,1,0,0
0,0.116211602,45,0,0.452614039,4800,16,0,1,0,2
0,0.465521661,29,1,0.169165705,2600,4,0,0,1,0
0,0.9999999,57,1,0.239964711,6800,3,2,1,0,1
0,0.061348466,59,0,0.370795734,4875,12,0,2,0,0
0,0.420763688,31,0,0.373412591,3700,11,0,1,0,1
0,0.974156431,57,0,1.003827507,3918,11,0,1,0,0
0,0.024617875,66,0,0.002249888,6666,3,0,0,0,0
0,0.001032315,67,0,0.206362288,6066,9,0,1,0,0
0,0.012519192,59,0,0.402656763,7000,6,0,3,0,2
1,0.939146231,35,3,0.072782741,4588,16,0,0,1,0
0,0.07846077,83,0,0.001801802,2219,2,0,0,0,0
0,0.199746354,63,0,0.222022692,12250,7,0,2,0,0
0,0.012602567,50,0,0.081209609,8200,5,0,0,0,1
0,0.008266396,39,1,0.502764381,8500,16,0,3,0,0
0,0,52,1,0,5890,4,2,0,0,0
0,0.00135126,65,0,0.258666667,11249,9,0,1,0,0
0,0.12313125,33,1,0.066229403,6250,7,0,0,0,1
0,0.022023771,67,0,0.37571988,4340,12,0,1,0,1
0,0.057263267,74,0,0.029697148,3400,10,0,0,0,0
0,0.01376541,43,0,0.345850461,9000,9,0,2,0,5
0,0.011763338,66,0,0.108736408,8000,16,0,0,0,1
1,0.870532367,53,0,0.475634758,6340,5,0,2,0,3
0,0.199745674,43,0,0.328645204,9100,14,0,1,0,4
0,0.984507746,38,0,0.191292424,8750,5,0,2,0,2
0,0.611469595,33,0,0.93135436,4850,8,0,2,0,0
0,0.112591552,59,0,0.102579484,5000,8,0,0,0,0
0,0.046134749,39,1,0.929257978,2600,11,0,1,0,1
1,0.9999999,45,0,0.107778819,3200,2,1,0,0,1
0,0.850296407,47,0,0.799391256,3613,7,0,1,0,0
0,0,66,0,0.036902016,13440,4,0,0,0,2
0,0.106895066,61,0,0.278289025,5867,15,0,1,0,0
1,0.040857,34,0,0.40508596,5583,7,0,2,0,1
0,0.696220707,35,0,0.926940639,437,4,0,0,0,0
0,0.9999999,29,1,0.046306041,4750,1,1,0,0,3
0,0,61,0,0.310935125,12500,14,0,5,0,0
0,0.05686137,73,1,0.68275154,2921,10,0,1,0,0
0,0.531390477,63,1,0.125858276,15000,9,0,0,0,0
0,0,41,0,0.310935125,12500,7,0,2,0,3
0,0.094613173,30,0,0.074735987,2461,4,0,0,0,0
0,0.333100809,39,0,0.23815237,5000,13,0,0,0,0
0,0.270173254,28,0,0.229188541,6666,11,0,0,0,0
0,0.042823169,77,0,0.282399547,5300,9,0,1,0,0
0,0.050139997,68,0,0.214275795,7200,5,0,1,0,1
0,0.049712243,61,0,0.189216214,13000,8,0,2,0,0
0,0.319051566,52,0,0.244520632,8166,5,0,1,0,3
0,0.173592,41,0,0.452241195,3747,9,0,2,0,0
0,0.019441656,70,0,0.004553734,3293,6,0,0,0,0
0,0.016016969,59,0,0.322994029,6866,10,0,3,0,1
0,0.742708576,32,2,0.153179576,7500,6,0,0,0,0
0,0.164396347,42,0,0.829037149,5275,8,0,2,0,0
0,0.01257706,60,0,0.40230926,4416,6,0,1,0,0
0,0.101589841,61,0,0.325825363,3240,5,0,0,0,0
0,0.003254245,79,0,0.309186352,3809,11,0,3,0,1
0,0.015453465,45,0,0.189452637,4000,13,0,0,0,0
0,0,26,0,0.224882874,1920,3,1,0,0,2
0,0,59,0,0.381032797,11250,15,0,2,0,0
0,0.294491911,29,0,0.007031937,6825,3,0,0,0,0
0,0.032890111,37,0,0.144142643,6000,8,0,1,0,1
0,0.426704886,60,0,1.070288017,6700,5,0,3,0,0
1,0.947501989,49,3,0.952641549,4750,13,6,3,2,2
0,0.612580686,84,0,0.806383725,2850,10,0,1,0,0
0,0.015724092,70,0,34,0,10,0,0,0,0
0,0.857044762,62,1,0.365384615,8267,10,0,3,0,0
0,1.021540118,54,0,0.519675203,1600,5,0,0,0,1
0,0,73,0,1.008739076,1601,4,0,0,0,0
0,0.066059506,58,0,0.132186781,10000,16,0,2,0,0
0,0.015645507,65,0,0.012183693,3200,5,0,0,0,0
